Host Country,Year,Age,Primary %,Secondary %,Tertiary %,COB
Hungary,'10,25 to 54,16.6,62.2,21.2,Total
Hungary,'10,30 to 34,0,34,51.4,EU-28
Hungary,'10,30 to 34,0,37.7,46.8,Foreign country
Hungary,'10,30 to 34,13.6,60.8,25.7,Reporting country
Hungary,'10,30 to 34,13.6,60.3,26.1,Total
Hungary,'11,25 to 54,13.8,57,29.2,EU-28
Hungary,'11,25 to 54,0,47,44.3,Extra-EU-28
Hungary,'11,25 to 54,12.3,54,33.7,Foreign country
Hungary,'11,25 to 54,16.4,61.1,22.5,Reporting country
Hungary,'11,25 to 54,16.3,60.9,22.7,Total
Hungary,'11,30 to 34,0,54.8,31.6,EU-28
Hungary,'11,30 to 34,0,55.5,30.8,Foreign country
Hungary,'11,30 to 34,12.9,58.9,28.2,Reporting country
Hungary,'11,30 to 34,12.9,58.9,28.2,Total
Hungary,'12,25 to 54,12,57.7,30.2,EU-28
Hungary,'12,25 to 54,12.5,44.9,42.6,Extra-EU-28
Hungary,'12,25 to 54,12.2,54,33.8,Foreign country
Hungary,'12,25 to 54,15.6,60.3,24.1,Reporting country
Hungary,'12,25 to 54,15.5,60.2,24.3,Total
Hungary,'12,30 to 34,0,44.6,35.1,EU-28
Hungary,'12,30 to 34,19.8,44.2,36,Foreign country
Hungary,'12,30 to 34,12.7,57.7,29.7,Reporting country
Hungary,'12,30 to 34,12.8,57.4,29.8,Total
Hungary,'13,25 to 54,11.5,59.3,29.2,EU-28
Hungary,'13,25 to 54,18.8,42.6,38.6,Extra-EU-28
Hungary,'13,25 to 54,13.4,54.9,31.7,Foreign country
Hungary,'13,25 to 54,15.3,60.1,24.6,Reporting country
Hungary,'13,25 to 54,15.3,59.9,24.8,Total
Hungary,'13,30 to 34,0,47,39.2,EU-28
Hungary,'13,30 to 34,0,44,41,Foreign country
Hungary,'13,30 to 34,11.3,56.6,32.1,Reporting country
Hungary,'13,30 to 34,11.4,56.3,32.3,Total
Hungary,'14,25 to 54,8,59.5,32.5,EU-28
Hungary,'14,25 to 54,0,57.7,32.8,Extra-EU-28
Hungary,'14,25 to 54,8.3,59.1,32.6,Foreign country
Hungary,'14,25 to 54,15,59.6,25.4,Reporting country
Hungary,'14,25 to 54,14.9,59.5,25.6,Total
Hungary,'14,30 to 34,0,44.8,43.5,EU-28
Hungary,'14,30 to 34,0,41.8,44.7,Foreign country
Hungary,'14,30 to 34,11.8,54.4,33.9,Reporting country
Hungary,'14,30 to 34,11.8,54.1,34.1,Total
Hungary,'15,25 to 54,12,59,29,EU-28
Hungary,'15,25 to 54,0,50.4,41.8,Extra-EU-28
Hungary,'15,25 to 54,10.8,56.5,32.6,Foreign country
Hungary,'15,25 to 54,15,58.6,26.4,Reporting country
Hungary,'15,25 to 54,14.9,58.6,26.5,Total
Hungary,'15,30 to 34,0,52.5,0,EU-28
Hungary,'15,30 to 34,0,55,26.1,Foreign country
Hungary,'15,30 to 34,13.1,52.5,34.5,Reporting country
Hungary,'15,30 to 34,13.2,52.5,34.3,Total
Hungary,'16,25 to 54,17,57.1,25.9,EU-28
Hungary,'16,25 to 54,19.3,45.9,34.9,Extra-EU-28
Hungary,'16,25 to 54,17.8,53.4,28.9,Foreign country
Hungary,'16,25 to 54,14.8,59.4,25.8,Reporting country
Hungary,'16,25 to 54,14.9,59.2,25.9,Total
Hungary,'16,30 to 34,29.8,40.7,29.6,EU-28
Hungary,'16,30 to 34,49.2,0,0,Extra-EU-28
Hungary,'16,30 to 34,37.2,37.6,25.3,Foreign country
Hungary,'16,30 to 34,13.4,53.4,33.2,Reporting country
Hungary,'16,30 to 34,14.1,53,33,Total
Greece,'06,25 to 54,25.5,50.7,23.7,EU-28
Greece,'06,25 to 54,46.9,38.9,14.2,Extra-EU-28
Greece,'06,25 to 54,42.3,41.4,16.3,Foreign country
Greece,'06,25 to 54,33.6,41.6,24.8,Reporting country
Greece,'06,30 to 34,31.4,41.8,26.8,EU-28
Greece,'06,30 to 34,49,38.2,12.8,Extra-EU-28
Greece,'06,30 to 34,45,39,15.9,Foreign country
Greece,'06,30 to 34,23.9,48,28.1,Reporting country
Greece,'07,25 to 54,28.2,49.5,22.3,EU-28
Greece,'07,25 to 54,47.9,38.2,13.9,Extra-EU-28
Greece,'07,25 to 54,44,40.5,15.6,Foreign country
Greece,'07,25 to 54,32.8,41.9,25.3,Reporting country
Greece,'07,30 to 34,32.1,42.9,25,EU-28
Greece,'07,30 to 34,51.5,35.3,13.1,Extra-EU-28
Greece,'07,30 to 34,47.3,37,15.7,Foreign country
Greece,'07,30 to 34,22.8,49.4,27.8,Reporting country
Greece,'08,25 to 54,29.1,49.9,21,EU-28
Greece,'08,25 to 54,50.9,36.3,12.8,Extra-EU-28
Greece,'08,25 to 54,46.4,39.1,14.5,Foreign country
Greece,'08,25 to 54,31.3,42.6,26.1,Reporting country
Greece,'08,30 to 34,32.6,47.5,19.9,EU-28
Greece,'08,30 to 34,57.1,34.1,8.8,Extra-EU-28
Greece,'08,30 to 34,51.4,37.2,11.4,Foreign country
Greece,'08,30 to 34,22.2,49.8,28,Reporting country
Greece,'09,25 to 54,28.3,52.1,19.6,EU-28
Greece,'09,25 to 54,54,33.3,12.7,Extra-EU-28
Greece,'09,25 to 54,48.7,37.2,14.1,Foreign country
Greece,'09,25 to 54,30.4,42.8,26.9,Reporting country
Greece,'09,30 to 34,29,56,15,EU-28
Greece,'09,30 to 34,61.9,29.1,9,Extra-EU-28
Greece,'09,30 to 34,54.7,35,10.3,Foreign country
Greece,'09,30 to 34,20.6,49.7,29.7,Reporting country
Greece,'10,25 to 54,28.8,50.7,20.4,EU-28
Greece,'10,25 to 54,53,35,11.9,Extra-EU-28
Greece,'10,25 to 54,48.4,38,13.6,Foreign country
Greece,'10,25 to 54,29.2,42.7,28.1,Reporting country
Greece,'10,25 to 54,31.5,42.2,26.3,Total
Greece,'10,30 to 34,32.6,48.8,18.5,EU-28
Greece,'10,30 to 34,61.3,28.9,9.8,Extra-EU-28
Greece,'10,30 to 34,55.7,32.8,11.5,Foreign country
Greece,'10,30 to 34,20.7,47.6,31.7,Reporting country
Greece,'10,30 to 34,26.1,45.3,28.6,Total
Greece,'11,25 to 54,31,50.2,18.8,EU-28
Greece,'11,25 to 54,54.5,34.4,11,Extra-EU-28
Greece,'11,25 to 54,49.9,37.5,12.6,Foreign country
Greece,'11,25 to 54,27.4,43.1,29.5,Reporting country
Greece,'11,25 to 54,30,42.4,27.6,Total
Greece,'11,30 to 34,38.7,46.5,14.8,EU-28
Greece,'11,30 to 34,61.6,30.3,8.1,Extra-EU-28
Greece,'11,30 to 34,57.7,33.1,9.3,Foreign country
Greece,'11,30 to 34,18.4,49.1,32.5,Reporting country
Greece,'11,30 to 34,24,46.8,29.1,Total
Greece,'12,25 to 54,27.2,50.5,22.4,EU-28
Greece,'12,25 to 54,50.7,37.8,11.6,Extra-EU-28
Greece,'12,25 to 54,46.3,40.2,13.6,Foreign country
Greece,'12,25 to 54,26.7,43.5,29.9,Reporting country
Greece,'12,25 to 54,28.8,43.1,28,Total
Greece,'12,30 to 34,29.2,51.5,19.4,EU-28
Greece,'12,30 to 34,58,33.4,8.6,Extra-EU-28
Greece,'12,30 to 34,52.9,36.6,10.5,Foreign country
Greece,'12,30 to 34,16.9,48.8,34.3,Reporting country
Greece,'12,30 to 34,21.6,47.2,31.2,Total
Greece,'13,25 to 54,26.7,53.1,20.3,EU-28
Greece,'13,25 to 54,48.5,39.5,12.1,Extra-EU-28
Greece,'13,25 to 54,44.2,42.2,13.7,Foreign country
Greece,'13,25 to 54,25.5,43.3,31.2,Reporting country
Greece,'13,25 to 54,27.5,43.2,29.3,Total
Greece,'13,30 to 34,31.2,54.1,14.8,EU-28
Greece,'13,30 to 34,55.5,33.3,11.1,Extra-EU-28
Greece,'13,30 to 34,51.1,37.1,11.8,Foreign country
Greece,'13,30 to 34,16.1,45.7,38.2,Reporting country
Greece,'13,30 to 34,20.5,44.7,34.9,Total
Greece,'14,25 to 54,30.8,48.5,20.7,EU-28
Greece,'14,25 to 54,49.8,38.3,11.9,Extra-EU-28
Greece,'14,25 to 54,45.9,40.4,13.7,Foreign country
Greece,'14,25 to 54,23.8,44,32.2,Reporting country
Greece,'14,25 to 54,26.2,43.7,30.1,Total
Greece,'14,30 to 34,34.7,55.8,9.5,EU-28
Greece,'14,30 to 34,60.6,31.3,8.1,Extra-EU-28
Greece,'14,30 to 34,55.5,36.1,8.4,Foreign country
Greece,'14,30 to 34,14.8,43.9,41.3,Reporting country
Greece,'14,30 to 34,19.9,42.9,37.2,Total
Greece,'15,25 to 54,32.4,44.9,22.7,EU-28
Greece,'15,25 to 54,47.1,40.2,12.7,Extra-EU-28
Greece,'15,25 to 54,44.3,41.1,14.6,Foreign country
Greece,'15,25 to 54,21.9,44.5,33.6,Reporting country
Greece,'15,25 to 54,24.2,44.2,31.7,Total
Greece,'15,30 to 34,39.2,40.9,19.9,EU-28
Greece,'15,30 to 34,53.2,36.2,10.6,Extra-EU-28
Greece,'15,30 to 34,50.9,37,12.1,Foreign country
Greece,'15,30 to 34,13.8,42,44.2,Reporting country
Greece,'15,30 to 34,18.1,41.4,40.4,Total
Greece,'16,25 to 54,31.2,43,25.8,EU-28
Greece,'16,25 to 54,46.6,40.4,13,Extra-EU-28
Greece,'16,25 to 54,43.7,40.9,15.4,Foreign country
Greece,'16,25 to 54,20.4,44.5,35.1,Reporting country
Greece,'16,25 to 54,22.8,44.1,33,Total
Greece,'16,30 to 34,37.3,35.8,26.8,EU-28
Greece,'16,30 to 34,55.4,34.4,10.2,Extra-EU-28
Greece,'16,30 to 34,53.1,34.6,12.3,Foreign country
Greece,'16,30 to 34,12.6,40.9,46.5,Reporting country
Greece,'16,30 to 34,17.1,40.2,42.7,Total
Germany**,'06,25 to 54,11,63.4,25.5,Reporting country
Germany**,'06,30 to 34,9.9,62.5,27.7,Reporting country
Germany**,'07,25 to 54,9.9,64.2,25.9,Reporting country
Germany**,'07,30 to 34,8.9,62.6,28.4,Reporting country
Germany**,'08,25 to 54,9.2,63.8,27,Reporting country
Germany**,'08,30 to 34,8.5,62,29.5,Reporting country
Germany**,'09,25 to 54,9.2,62.9,28,Reporting country
Germany**,'09,30 to 34,8.7,60.3,31,Reporting country
Germany**,'10,25 to 54,33.9,45.1,21,Foreign country
Germany**,'10,25 to 54,8.8,62.9,28.3,Reporting country
Germany**,'10,25 to 54,13.1,59.8,27.1,Total
Germany**,'10,30 to 34,31.3,44.8,23.9,Foreign country
Germany**,'10,30 to 34,8.5,60.3,31.2,Reporting country
Germany**,'10,30 to 34,13.4,57,29.7,Total
Germany**,'11,25 to 54,33.3,44.9,21.9,Foreign country
Germany**,'11,25 to 54,8.4,62.2,29.4,Reporting country
Germany**,'11,25 to 54,12.7,59.2,28.1,Total
Germany**,'11,30 to 34,30.4,44.8,24.8,Foreign country
Germany**,'11,30 to 34,8.4,59.5,32.1,Reporting country
Germany**,'11,30 to 34,12.9,56.5,30.6,Total
Germany**,'12,25 to 54,32.3,45,22.7,Foreign country
Germany**,'12,25 to 54,8.5,61.4,30.1,Reporting country
Germany**,'12,25 to 54,12.8,58.5,28.8,Total
Germany**,'12,30 to 34,29.8,43.5,26.7,Foreign country
Germany**,'12,30 to 34,8.4,58.4,33.1,Reporting country
Germany**,'12,30 to 34,12.8,55.4,31.8,Total
Germany**,'13,25 to 54,32.3,44.3,23.5,Foreign country
Germany**,'13,25 to 54,8.4,61.1,30.5,Reporting country
Germany**,'13,25 to 54,12.8,58,29.2,Total
Germany**,'13,30 to 34,28.4,42.9,28.7,Foreign country
Germany**,'13,30 to 34,8.3,57.6,34.1,Reporting country
Germany**,'13,30 to 34,12.6,54.4,32.9,Total
Germany**,'14,25 to 54,31.6,45.4,23,Foreign country
Germany**,'14,25 to 54,8.2,63.1,28.7,Reporting country
Germany**,'14,25 to 54,12.7,59.7,27.6,Total
Germany**,'14,30 to 34,26.8,43.8,29.3,Foreign country
Germany**,'14,30 to 34,8.5,59.5,32,Reporting country
Germany**,'14,30 to 34,12.5,56,31.4,Total
Germany**,'15,25 to 54,32,44.6,23.4,Foreign country
Germany**,'15,25 to 54,8.2,62.3,29.5,Reporting country
Germany**,'15,25 to 54,12.9,58.7,28.3,Total
Germany**,'15,30 to 34,26.7,43.6,29.7,Foreign country
Germany**,'15,30 to 34,8.3,58.6,33.1,Reporting country
Germany**,'15,30 to 34,12.5,55.2,32.3,Total
Germany**,'16,25 to 54,32.1,42.9,25,Foreign country
Germany**,'16,25 to 54,8.1,61.8,30,Reporting country
Germany**,'16,25 to 54,13.2,57.8,29,Total
Germany**,'16,30 to 34,27.6,41.7,30.7,Foreign country
Germany**,'16,30 to 34,8.1,57.9,34,Reporting country
Germany**,'16,30 to 34,12.9,53.9,33.2,Total
France,'06,25 to 54,42.5,32.1,25.4,EU-28
France,'06,25 to 54,44.3,28.6,27.1,Extra-EU-28
France,'06,25 to 54,43.8,29.6,26.6,Foreign country
France,'06,25 to 54,26,44.7,29.3,Reporting country
France,'06,30 to 34,30.5,24.2,45.3,EU-28
France,'06,30 to 34,36.6,28.9,34.5,Extra-EU-28
France,'06,30 to 34,35.3,27.9,36.9,Foreign country
France,'06,30 to 34,17.5,42.5,40,Reporting country
France,'07,25 to 54,44.7,32,23.3,EU-28
France,'07,25 to 54,42.8,30.1,27.1,Extra-EU-28
France,'07,25 to 54,43.3,30.6,26.1,Foreign country
France,'07,25 to 54,24.5,45.3,30.1,Reporting country
France,'07,30 to 34,32.6,26.9,40.5,EU-28
France,'07,30 to 34,37,28.1,35,Extra-EU-28
France,'07,30 to 34,36.2,27.9,36,Foreign country
France,'07,30 to 34,15.7,42.2,42.1,Reporting country
France,'08,25 to 54,43.6,32.7,23.7,EU-28
France,'08,25 to 54,41.6,31,27.3,Extra-EU-28
France,'08,25 to 54,42.1,31.5,26.4,Foreign country
France,'08,25 to 54,23.6,45.8,30.6,Reporting country
France,'08,30 to 34,29.6,29.1,41.3,EU-28
France,'08,30 to 34,35.9,32.2,31.9,Extra-EU-28
France,'08,30 to 34,34.6,31.6,33.8,Foreign country
France,'08,30 to 34,14.7,43.3,42,Reporting country
France,'09,25 to 54,38.8,33.9,27.3,EU-28
France,'09,25 to 54,41.7,29.8,28.5,Extra-EU-28
France,'09,25 to 54,40.9,30.9,28.2,Foreign country
France,'09,25 to 54,22.6,45.1,32.3,Reporting country
France,'09,30 to 34,32.6,30.3,37.1,EU-28
France,'09,30 to 34,34.2,32.5,33.3,Extra-EU-28
France,'09,30 to 34,33.9,32.1,34.1,Foreign country
France,'09,30 to 34,14,41.8,44.3,Reporting country
France,'10,25 to 54,38.5,35.7,25.8,EU-28
France,'10,25 to 54,43.2,29.5,27.3,Extra-EU-28
France,'10,25 to 54,42,31.1,26.9,Foreign country
France,'10,25 to 54,21.7,45.1,33.2,Reporting country
France,'10,25 to 54,24.4,43.2,32.3,Total
France,'10,30 to 34,34.4,32.7,32.9,EU-28
France,'10,30 to 34,35.4,32.7,31.9,Extra-EU-28
France,'10,30 to 34,35.2,32.7,32.1,Foreign country
France,'10,30 to 34,12.8,42.2,44.9,Reporting country
France,'10,30 to 34,15.9,40.9,43.2,Total
France,'11,25 to 54,37.6,34.8,27.6,EU-28
France,'11,25 to 54,42.5,29.2,28.3,Extra-EU-28
France,'11,25 to 54,41.2,30.6,28.1,Foreign country
France,'11,25 to 54,21.1,44.8,34.1,Reporting country
France,'11,25 to 54,23.9,42.8,33.3,Total
France,'11,30 to 34,35.1,29.4,35.6,EU-28
France,'11,30 to 34,37,29.8,33.2,Extra-EU-28
France,'11,30 to 34,36.7,29.7,33.6,Foreign country
France,'11,30 to 34,13.7,41.7,44.6,Reporting country
France,'11,30 to 34,16.8,40,43.1,Total
France,'12,25 to 54,37.1,32.8,30.1,EU-28
France,'12,25 to 54,41.7,29.7,28.6,Extra-EU-28
France,'12,25 to 54,40.6,30.4,28.9,Foreign country
France,'12,25 to 54,20.3,44.5,35.2,Reporting country
France,'12,25 to 54,23.2,42.5,34.3,Total
France,'12,30 to 34,34.8,26.9,38.3,EU-28
France,'12,30 to 34,34,29.3,36.8,Extra-EU-28
France,'12,30 to 34,34.1,28.8,37.1,Foreign country
France,'12,30 to 34,14.1,41.6,44.3,Reporting country
France,'12,30 to 34,16.9,39.8,43.3,Total
France,'13,25 to 54,36.4,32.2,31.5,EU-28
France,'13,25 to 54,38.7,30.7,30.6,Extra-EU-28
France,'13,25 to 54,38.2,31,30.8,Foreign country
France,'13,25 to 54,17.8,45.5,36.7,Reporting country
France,'13,25 to 54,20.6,43.5,35.9,Total
France,'13,30 to 34,27.3,30,42.8,EU-28
France,'13,30 to 34,30,32.2,37.8,Extra-EU-28
France,'13,30 to 34,29.5,31.8,38.7,Foreign country
France,'13,30 to 34,12.4,42.9,44.8,Reporting country
France,'13,30 to 34,14.7,41.4,44,Total
France,'14,25 to 54,33.1,34.1,32.9,EU-28
France,'14,25 to 54,37.7,31,31.3,Extra-EU-28
France,'14,25 to 54,36.6,31.7,31.6,Foreign country
France,'14,25 to 54,16.4,45.9,37.8,Reporting country
France,'14,25 to 54,19.1,44,37,Total
France,'14,30 to 34,24.7,30.4,44.9,EU-28
France,'14,30 to 34,32.1,30.9,37,Extra-EU-28
France,'14,30 to 34,30.7,30.8,38.5,Foreign country
France,'14,30 to 34,11.6,44,44.4,Reporting country
France,'14,30 to 34,13.9,42.4,43.7,Total
France,'15,25 to 54,32.1,32,35.9,EU-28
France,'15,25 to 54,37.8,31,31.2,Extra-EU-28
France,'15,25 to 54,36.6,31.2,32.2,Foreign country
France,'15,25 to 54,15.3,45.8,38.9,Reporting country
France,'15,25 to 54,18.3,43.7,38,Total
France,'15,30 to 34,29.3,28.6,42.2,EU-28
France,'15,30 to 34,31.2,30.9,38,Extra-EU-28
France,'15,30 to 34,30.9,30.5,38.7,Foreign country
France,'15,30 to 34,11.2,42.8,46,Reporting country
France,'15,30 to 34,13.8,41.1,45,Total
France,'16,25 to 54,29.8,30.1,40.1,EU-28
France,'16,25 to 54,37,32.2,30.8,Extra-EU-28
France,'16,25 to 54,35.5,31.7,32.8,Foreign country
France,'16,25 to 54,14.8,45.6,39.6,Reporting country
France,'16,25 to 54,17.7,43.7,38.7,Total
France,'16,30 to 34,26.6,22.8,50.6,EU-28
France,'16,30 to 34,31,32.8,36.2,Extra-EU-28
France,'16,30 to 34,30.1,30.8,39.1,Foreign country
France,'16,30 to 34,11.6,44.1,44.3,Reporting country
France,'16,30 to 34,14.2,42.2,43.6,Total
Finland,'06,25 to 54,17.4,53,29.6,EU-28
Finland,'06,25 to 54,28.1,45.6,26.2,Extra-EU-28
Finland,'06,25 to 54,23.2,49,27.8,Foreign country
Finland,'06,25 to 54,14.4,47.4,38.2,Reporting country
Finland,'06,30 to 34,0,48.7,39.1,EU-28
Finland,'06,30 to 34,27.3,45.5,27.1,Extra-EU-28
Finland,'06,30 to 34,19.1,47.3,33.6,Foreign country
Finland,'06,30 to 34,10,43.1,46.9,Reporting country
Finland,'07,25 to 54,18.6,49.1,32.3,EU-28
Finland,'07,25 to 54,30.1,41.4,28.5,Extra-EU-28
Finland,'07,25 to 54,25.1,44.8,30.1,Foreign country
Finland,'07,25 to 54,13.7,46.7,39.6,Reporting country
Finland,'07,30 to 34,0,56.3,33.3,EU-28
Finland,'07,30 to 34,29.2,38.9,31.9,Extra-EU-28
Finland,'07,30 to 34,20.1,47.3,32.6,Foreign country
Finland,'07,30 to 34,9.2,42.6,48.2,Reporting country
Finland,'08,25 to 54,19.6,50.7,29.7,EU-28
Finland,'08,25 to 54,29.9,38.6,31.4,Extra-EU-28
Finland,'08,25 to 54,25.7,43.6,30.7,Foreign country
Finland,'08,25 to 54,12.8,47.3,39.9,Reporting country
Finland,'08,30 to 34,0,61.8,22.7,EU-28
Finland,'08,30 to 34,32.6,38,29.4,Extra-EU-28
Finland,'08,30 to 34,24.3,49.5,26.1,Foreign country
Finland,'08,30 to 34,8.1,44.9,47,Reporting country
Finland,'09,25 to 54,18.1,52.5,29.5,EU-28
Finland,'09,25 to 54,29.2,40.1,30.8,Extra-EU-28
Finland,'09,25 to 54,24.6,45.2,30.2,Foreign country
Finland,'09,25 to 54,12.1,47.1,40.9,Reporting country
Finland,'09,30 to 34,0,59,25.4,EU-28
Finland,'09,30 to 34,27.7,43.3,29.1,Extra-EU-28
Finland,'09,30 to 34,21.5,51.3,27.2,Foreign country
Finland,'09,30 to 34,7.8,45,47.2,Reporting country
Finland,'10,25 to 54,19.4,53.8,26.9,EU-28
Finland,'10,25 to 54,29,43.6,27.3,Extra-EU-28
Finland,'10,25 to 54,25,47.8,27.1,Foreign country
Finland,'10,25 to 54,11.3,46.8,42,Reporting country
Finland,'10,25 to 54,12,46.8,41.2,Total
Finland,'10,30 to 34,0,56.3,25,EU-28
Finland,'10,30 to 34,28.4,47.1,24.4,Extra-EU-28
Finland,'10,30 to 34,24.2,51.1,24.7,Foreign country
Finland,'10,30 to 34,6.9,45.8,47.2,Reporting country
Finland,'10,30 to 34,8.1,46.2,45.7,Total
Finland,'11,25 to 54,19.9,51.6,28.5,EU-28
Finland,'11,25 to 54,28.7,43.4,27.9,Extra-EU-28
Finland,'11,25 to 54,25,46.9,28.2,Foreign country
Finland,'11,25 to 54,10.8,46,43.2,Reporting country
Finland,'11,25 to 54,11.6,46,42.3,Total
Finland,'11,30 to 34,21.2,52.3,26.5,EU-28
Finland,'11,30 to 34,26.4,44.1,29.5,Extra-EU-28
Finland,'11,30 to 34,24.2,47.5,28.2,Foreign country
Finland,'11,30 to 34,7.3,45.2,47.5,Reporting country
Finland,'11,30 to 34,8.6,45.4,46,Total
Finland,'12,25 to 54,18.2,51.8,30,EU-28
Finland,'12,25 to 54,28.6,40.4,31,Extra-EU-28
Finland,'12,25 to 54,24.2,45.3,30.6,Foreign country
Finland,'12,25 to 54,10.4,46.1,43.5,Reporting country
Finland,'12,25 to 54,11.2,46.1,42.7,Total
Finland,'12,30 to 34,0,50.8,35.1,EU-28
Finland,'12,30 to 34,27.6,41,31.4,Extra-EU-28
Finland,'12,30 to 34,21.8,45.2,33,Foreign country
Finland,'12,30 to 34,7.6,45.4,47,Reporting country
Finland,'12,30 to 34,8.8,45.4,45.8,Total
Finland,'13,25 to 54,20.3,48.4,31.3,EU-28
Finland,'13,25 to 54,27.6,43.5,28.9,Extra-EU-28
Finland,'13,25 to 54,24.7,45.5,29.9,Foreign country
Finland,'13,25 to 54,9.2,46,44.8,Reporting country
Finland,'13,25 to 54,10.3,45.9,43.7,Total
Finland,'13,30 to 34,18.1,47.7,34.3,EU-28
Finland,'13,30 to 34,24.5,43.7,31.8,Extra-EU-28
Finland,'13,30 to 34,22,45.3,32.7,Foreign country
Finland,'13,30 to 34,7.1,46.6,46.4,Reporting country
Finland,'13,30 to 34,8.4,46.4,45.1,Total
Finland,'14,25 to 54,26.1,44.6,29.3,EU-28
Finland,'14,25 to 54,29.4,38.5,32.1,Extra-EU-28
Finland,'14,25 to 54,28.2,40.7,31.1,Foreign country
Finland,'14,25 to 54,8.6,45.7,45.7,Reporting country
Finland,'14,25 to 54,10.2,45.3,44.5,Total
Finland,'14,30 to 34,20.8,53,26.2,EU-28
Finland,'14,30 to 34,27.4,39.4,33.2,Extra-EU-28
Finland,'14,30 to 34,25.3,43.7,31,Foreign country
Finland,'14,30 to 34,7.3,45.8,46.9,Reporting country
Finland,'14,30 to 34,9.1,45.5,45.3,Total
Finland,'15,25 to 54,24,45.1,31,EU-28
Finland,'15,25 to 54,29.4,40.2,30.4,Extra-EU-28
Finland,'15,25 to 54,27.3,42.1,30.6,Foreign country
Finland,'15,25 to 54,8,45.7,46.3,Reporting country
Finland,'15,25 to 54,9.6,45.4,45,Total
Finland,'15,30 to 34,23,46,31,EU-28
Finland,'15,30 to 34,27.1,39.2,33.7,Extra-EU-28
Finland,'15,30 to 34,25.7,41.6,32.7,Foreign country
Finland,'15,30 to 34,7.5,45.3,47.2,Reporting country
Finland,'15,30 to 34,9.6,44.9,45.5,Total
Finland,'16,25 to 54,19.7,48.3,31.9,EU-28
Finland,'16,25 to 54,26.4,42.2,31.5,Extra-EU-28
Finland,'16,25 to 54,23.9,44.5,31.6,Foreign country
Finland,'16,25 to 54,8.3,45.1,46.6,Reporting country
Finland,'16,25 to 54,9.7,45,45.3,Total
Finland,'16,30 to 34,24,44.9,31,EU-28
Finland,'16,30 to 34,25.4,41.6,33,Extra-EU-28
Finland,'16,30 to 34,24.9,42.7,32.3,Foreign country
Finland,'16,30 to 34,7.5,44.8,47.8,Reporting country
Finland,'16,30 to 34,9.3,44.5,46.1,Total
EU-28,'07,25 to 54,27.1,44.1,28.9,EU-28
EU-28,'07,25 to 54,38.2,37.6,24.1,Extra-EU-28
EU-28,'07,25 to 54,35,39.5,25.5,Foreign country
EU-28,'07,25 to 54,24.7,50,25.3,Reporting country
EU-28,'07,30 to 34,22.8,45.3,31.9,EU-28
EU-28,'07,30 to 34,36.5,38,25.5,Extra-EU-28
EU-28,'07,30 to 34,32.6,40.1,27.3,Foreign country
EU-28,'07,30 to 34,19.9,49.4,30.7,Reporting country
EU-28,'08,25 to 54,26,45.8,28.2,EU-28
EU-28,'08,25 to 54,38.6,36.6,24.8,Extra-EU-28
EU-28,'08,25 to 54,34.9,39.4,25.8,Foreign country
EU-28,'08,25 to 54,23.9,50,26.1,Reporting country
EU-28,'08,30 to 34,21.4,46.4,32.3,EU-28
EU-28,'08,30 to 34,37.5,36.7,25.8,Extra-EU-28
EU-28,'08,30 to 34,32.7,39.6,27.7,Foreign country
EU-28,'08,30 to 34,18.9,49.2,31.9,Reporting country
EU-28,'09,25 to 54,25.8,45,29.2,EU-28
EU-28,'09,25 to 54,38.9,35.8,25.3,Extra-EU-28
EU-28,'09,25 to 54,34.9,38.6,26.5,Foreign country
EU-28,'09,25 to 54,23.2,49.6,27.2,Reporting country
EU-28,'09,30 to 34,21.9,46,32.1,EU-28
EU-28,'09,30 to 34,37.2,35.5,27.3,Extra-EU-28
EU-28,'09,30 to 34,32.6,38.7,28.7,Foreign country
EU-28,'09,30 to 34,18.6,48.3,33.1,Reporting country
EU-28,'10,25 to 54,25,45.2,29.7,EU-28
EU-28,'10,25 to 54,38.6,35.7,25.7,Extra-EU-28
EU-28,'10,25 to 54,34.3,40,25.6,Foreign country
EU-28,'10,25 to 54,22.6,49.2,28.2,Reporting country
EU-28,'10,25 to 54,24.1,48,27.9,Total
EU-28,'10,30 to 34,21,46.2,32.8,EU-28
EU-28,'10,30 to 34,36.4,35.9,27.7,Extra-EU-28
EU-28,'10,30 to 34,31.6,40.2,28.3,Foreign country
EU-28,'10,30 to 34,17.5,47.8,34.7,Reporting country
EU-28,'10,30 to 34,19.6,46.6,33.8,Total
EU-28,'11,25 to 54,25.4,41.9,32.7,EU-28
EU-28,'11,25 to 54,38,33.1,28.8,Extra-EU-28
EU-28,'11,25 to 54,34,37.7,28.3,Foreign country
EU-28,'11,25 to 54,21.9,49.1,29,Reporting country
EU-28,'11,25 to 54,23.5,47.6,28.9,Total
EU-28,'11,30 to 34,21.9,41.7,36.4,EU-28
EU-28,'11,30 to 34,36.2,32.8,31.1,Extra-EU-28
EU-28,'11,30 to 34,31.4,37.3,31.3,Foreign country
EU-28,'11,30 to 34,17.2,47.4,35.4,Reporting country
EU-28,'11,30 to 34,19.3,45.9,34.8,Total
EU-28,'12,25 to 54,24.2,42,33.8,EU-28
EU-28,'12,25 to 54,37.4,33.3,29.2,Extra-EU-28
EU-28,'12,25 to 54,33.2,37.9,28.9,Foreign country
EU-28,'12,25 to 54,21.2,48.7,30.1,Reporting country
EU-28,'12,25 to 54,22.8,47.3,29.9,Total
