Host Country,Year,Sex,AROPE %,COB
Hungary,'10,Females,26,Foreign country
Hungary,'10,Females,28.7,Reporting country
Hungary,'10,Males,21.7,EU-28
Hungary,'10,Males,22,Foreign country
Hungary,'10,Males,27,Reporting country
Hungary,'10,Total,23.7,EU-28
Hungary,'10,Total,25.4,Extra-EU-28
Hungary,'10,Total,24,Foreign country
Hungary,'10,Total,27.9,Reporting country
Hungary,'11,Females,31.7,EU-28
Hungary,'11,Females,34.1,Extra-EU-28
Hungary,'11,Females,32.3,Foreign country
Hungary,'11,Females,30.4,Reporting country
Hungary,'11,Males,23.1,EU-28
Hungary,'11,Males,32.2,Extra-EU-28
Hungary,'11,Males,25.2,Foreign country
Hungary,'11,Males,28.8,Reporting country
Hungary,'11,Total,27.3,EU-28
Hungary,'11,Total,33.2,Extra-EU-28
Hungary,'11,Total,28.7,Foreign country
Hungary,'11,Total,29.6,Reporting country
Hungary,'12,Females,29.2,EU-28
Hungary,'12,Females,26.3,Extra-EU-28
Hungary,'12,Females,28.4,Foreign country
Hungary,'12,Females,32.4,Reporting country
Hungary,'12,Males,22.1,EU-28
Hungary,'12,Males,24.1,Extra-EU-28
Hungary,'12,Males,22.6,Foreign country
Hungary,'12,Males,30.8,Reporting country
Hungary,'12,Total,25.4,EU-28
Hungary,'12,Total,25.3,Extra-EU-28
Hungary,'12,Total,25.4,Foreign country
Hungary,'12,Total,31.7,Reporting country
Hungary,'13,Females,33.1,EU-28
Hungary,'13,Females,29.1,Extra-EU-28
Hungary,'13,Females,32.1,Foreign country
Hungary,'13,Females,33.7,Reporting country
Hungary,'13,Males,21.8,EU-28
Hungary,'13,Males,19.3,Extra-EU-28
Hungary,'13,Males,21.1,Foreign country
Hungary,'13,Males,32.2,Reporting country
Hungary,'13,Total,27.8,EU-28
Hungary,'13,Total,24.1,Extra-EU-28
Hungary,'13,Total,26.8,Foreign country
Hungary,'13,Total,33,Reporting country
Hungary,'14,Females,20,EU-28
Hungary,'14,Females,20.3,Extra-EU-28
Hungary,'14,Females,20.1,Foreign country
Hungary,'14,Females,30.5,Reporting country
Hungary,'14,Males,22.6,EU-28
Hungary,'14,Males,21.6,Foreign country
Hungary,'14,Males,29.2,Reporting country
Hungary,'14,Total,21.3,EU-28
Hungary,'14,Total,18.5,Extra-EU-28
Hungary,'14,Total,20.8,Foreign country
Hungary,'14,Total,29.9,Reporting country
Hungary,'15,Females,16,EU-28
Hungary,'15,Females,36.7,Extra-EU-28
Hungary,'15,Females,20.7,Foreign country
Hungary,'15,Females,26.9,Reporting country
Hungary,'15,Males,24.8,EU-28
Hungary,'15,Males,29.6,Extra-EU-28
Hungary,'15,Males,25.8,Foreign country
Hungary,'15,Males,26,Reporting country
Hungary,'15,Total,20.2,EU-28
Hungary,'15,Total,33.4,Extra-EU-28
Hungary,'15,Total,23.2,Foreign country
Hungary,'15,Total,26.5,Reporting country
Hungary,'16,Females,18.7,EU-28
Hungary,'16,Females,20.4,Foreign country
Hungary,'16,Females,25,Reporting country
Hungary,'16,Males,13.8,EU-28
Hungary,'16,Males,13.7,Foreign country
Hungary,'16,Males,24.3,Reporting country
Hungary,'16,Total,16.2,EU-28
Hungary,'16,Total,22.3,Extra-EU-28
Hungary,'16,Total,17.1,Foreign country
Hungary,'16,Total,24.7,Reporting country
Greece,'06,Females,39.2,Foreign country
Greece,'06,Females,31.2,Reporting country
Greece,'06,Males,37.8,Foreign country
Greece,'06,Males,26.6,Reporting country
Greece,'06,Total,38.5,Foreign country
Greece,'06,Total,29,Reporting country
Greece,'07,Females,47.6,Foreign country
Greece,'07,Females,28.8,Reporting country
Greece,'07,Males,48.1,Foreign country
Greece,'07,Males,24.7,Reporting country
Greece,'07,Total,47.8,Foreign country
Greece,'07,Total,26.8,Reporting country
Greece,'08,Females,44.8,Foreign country
Greece,'08,Females,28.6,Reporting country
Greece,'08,Males,45.1,Foreign country
Greece,'08,Males,23.8,Reporting country
Greece,'08,Total,45,Foreign country
Greece,'08,Total,26.2,Reporting country
Greece,'09,Females,37.7,EU-28
Greece,'09,Females,45.1,Extra-EU-28
Greece,'09,Females,43.3,Foreign country
Greece,'09,Females,27.2,Reporting country
Greece,'09,Males,47.1,EU-28
Greece,'09,Males,45.9,Extra-EU-28
Greece,'09,Males,46.1,Foreign country
Greece,'09,Males,23.5,Reporting country
Greece,'09,Total,41.3,EU-28
Greece,'09,Total,45.5,Extra-EU-28
Greece,'09,Total,44.6,Foreign country
Greece,'09,Total,25.4,Reporting country
Greece,'10,Females,42.2,EU-28
Greece,'10,Females,51.5,Extra-EU-28
Greece,'10,Females,49.4,Foreign country
Greece,'10,Females,26.8,Reporting country
Greece,'10,Males,41.1,EU-28
Greece,'10,Males,53,Extra-EU-28
Greece,'10,Males,51,Foreign country
Greece,'10,Males,23.3,Reporting country
Greece,'10,Total,41.8,EU-28
Greece,'10,Total,52.2,Extra-EU-28
Greece,'10,Total,50.1,Foreign country
Greece,'10,Total,25.1,Reporting country
Greece,'11,Females,33.3,EU-28
Greece,'11,Females,59.6,Extra-EU-28
Greece,'11,Females,53.9,Foreign country
Greece,'11,Females,30.6,Reporting country
Greece,'11,Males,24.4,EU-28
Greece,'11,Males,55.3,Extra-EU-28
Greece,'11,Males,49.9,Foreign country
Greece,'11,Males,27.7,Reporting country
Greece,'11,Total,29.5,EU-28
Greece,'11,Total,57.5,Extra-EU-28
Greece,'11,Total,52,Foreign country
Greece,'11,Total,29.2,Reporting country
Greece,'12,Females,40.8,EU-28
Greece,'12,Females,62.6,Extra-EU-28
Greece,'12,Females,56.5,Foreign country
Greece,'12,Females,33.8,Reporting country
Greece,'12,Males,24.1,EU-28
Greece,'12,Males,58.8,Extra-EU-28
Greece,'12,Males,52.9,Foreign country
Greece,'12,Males,31.6,Reporting country
Greece,'12,Total,35.1,EU-28
Greece,'12,Total,60.7,Extra-EU-28
Greece,'12,Total,54.8,Foreign country
Greece,'12,Total,32.7,Reporting country
Greece,'13,Females,48,EU-28
Greece,'13,Females,66.3,Extra-EU-28
Greece,'13,Females,61.8,Foreign country
Greece,'13,Females,33.7,Reporting country
Greece,'13,Males,42.6,EU-28
Greece,'13,Males,67.4,Extra-EU-28
Greece,'13,Males,63.5,Foreign country
Greece,'13,Males,30.8,Reporting country
Greece,'13,Total,46.1,EU-28
Greece,'13,Total,66.9,Extra-EU-28
Greece,'13,Total,62.6,Foreign country
Greece,'13,Total,32.3,Reporting country
Greece,'14,Females,41.1,EU-28
Greece,'14,Females,68.9,Extra-EU-28
Greece,'14,Females,63.2,Foreign country
Greece,'14,Females,34.4,Reporting country
Greece,'14,Males,38.3,EU-28
Greece,'14,Males,67.2,Extra-EU-28
Greece,'14,Males,62.2,Foreign country
Greece,'14,Males,32.2,Reporting country
Greece,'14,Total,39.9,EU-28
Greece,'14,Total,68,Extra-EU-28
Greece,'14,Total,62.7,Foreign country
Greece,'14,Total,33.3,Reporting country
Greece,'15,Females,42,EU-28
Greece,'15,Females,64.5,Extra-EU-28
Greece,'15,Females,60.2,Foreign country
Greece,'15,Females,34.2,Reporting country
Greece,'15,Males,39,EU-28
Greece,'15,Males,70.2,Extra-EU-28
Greece,'15,Males,65.9,Foreign country
Greece,'15,Males,31.5,Reporting country
Greece,'15,Total,40.9,EU-28
Greece,'15,Total,67.2,Extra-EU-28
Greece,'15,Total,62.8,Foreign country
Greece,'15,Total,32.9,Reporting country
Germany**,'06,Females,22.2,Foreign country
Germany**,'06,Females,21.5,Reporting country
Germany**,'06,Males,19.5,Foreign country
Germany**,'06,Males,18,Reporting country
Germany**,'06,Total,21,Foreign country
Germany**,'06,Total,19.9,Reporting country
Germany**,'07,Females,26.4,Foreign country
Germany**,'07,Females,22.6,Reporting country
Germany**,'07,Males,22.6,Foreign country
Germany**,'07,Males,17.9,Reporting country
Germany**,'07,Total,24.7,Foreign country
Germany**,'07,Total,20.3,Reporting country
Germany**,'08,Females,23,Foreign country
Germany**,'08,Females,21.8,Reporting country
Germany**,'08,Males,21.2,Foreign country
Germany**,'08,Males,17.7,Reporting country
Germany**,'08,Total,22.2,Foreign country
Germany**,'08,Total,19.8,Reporting country
Germany**,'09,Females,17.5,EU-28
Germany**,'09,Females,32.5,Extra-EU-28
Germany**,'09,Females,23,Foreign country
Germany**,'09,Females,21.5,Reporting country
Germany**,'09,Males,13.2,EU-28
Germany**,'09,Males,27.9,Extra-EU-28
Germany**,'09,Males,18.5,Foreign country
Germany**,'09,Males,18,Reporting country
Germany**,'09,Total,15.4,EU-28
Germany**,'09,Total,30.3,Extra-EU-28
Germany**,'09,Total,20.9,Foreign country
Germany**,'09,Total,19.8,Reporting country
Germany**,'10,Females,19.7,EU-28
Germany**,'10,Females,34.1,Extra-EU-28
Germany**,'10,Females,25.1,Foreign country
Germany**,'10,Females,20.4,Reporting country
Germany**,'10,Males,12.3,EU-28
Germany**,'10,Males,31.9,Extra-EU-28
Germany**,'10,Males,19.2,Foreign country
Germany**,'10,Males,17.7,Reporting country
Germany**,'10,Total,16.2,EU-28
Germany**,'10,Total,33.1,Extra-EU-28
Germany**,'10,Total,22.4,Foreign country
Germany**,'10,Total,19.1,Reporting country
Germany**,'11,Females,19.3,EU-28
Germany**,'11,Females,35.2,Extra-EU-28
Germany**,'11,Females,24.6,Foreign country
Germany**,'11,Females,20.9,Reporting country
Germany**,'11,Males,13.6,EU-28
Germany**,'11,Males,29.3,Extra-EU-28
Germany**,'11,Males,18.9,Foreign country
Germany**,'11,Males,18.4,Reporting country
Germany**,'11,Total,16.6,EU-28
Germany**,'11,Total,32.4,Extra-EU-28
Germany**,'11,Total,21.9,Foreign country
Germany**,'11,Total,19.7,Reporting country
Germany**,'12,Females,19.1,EU-28
Germany**,'12,Females,27.8,Extra-EU-28
Germany**,'12,Females,22.2,Foreign country
Germany**,'12,Females,21.4,Reporting country
Germany**,'12,Males,13.5,EU-28
Germany**,'12,Males,24.2,Extra-EU-28
Germany**,'12,Males,17,Foreign country
Germany**,'12,Males,18.3,Reporting country
Germany**,'12,Total,16.5,EU-28
Germany**,'12,Total,26.2,Extra-EU-28
Germany**,'12,Total,19.8,Foreign country
Germany**,'12,Total,19.9,Reporting country
Germany**,'13,Females,20.4,EU-28
Germany**,'13,Females,33.7,Extra-EU-28
Germany**,'13,Females,25.2,Foreign country
Germany**,'13,Females,21.9,Reporting country
Germany**,'13,Males,15.1,EU-28
Germany**,'13,Males,27.4,Extra-EU-28
Germany**,'13,Males,18.9,Foreign country
Germany**,'13,Males,18.6,Reporting country
Germany**,'13,Total,17.9,EU-28
Germany**,'13,Total,31,Extra-EU-28
Germany**,'13,Total,22.3,Foreign country
Germany**,'13,Total,20.3,Reporting country
Germany**,'14,Females,19.3,EU-28
Germany**,'14,Females,27.1,Extra-EU-28
Germany**,'14,Females,22.3,Foreign country
Germany**,'14,Females,22.1,Reporting country
Germany**,'14,Males,15.4,EU-28
Germany**,'14,Males,26,Extra-EU-28
Germany**,'14,Males,19,Foreign country
Germany**,'14,Males,19.3,Reporting country
Germany**,'14,Total,17.4,EU-28
Germany**,'14,Total,26.7,Extra-EU-28
Germany**,'14,Total,20.8,Foreign country
Germany**,'14,Total,20.7,Reporting country
Germany**,'15,Females,16.9,EU-28
Germany**,'15,Females,30.1,Extra-EU-28
Germany**,'15,Females,22.2,Foreign country
Germany**,'15,Females,21.6,Reporting country
Germany**,'15,Males,17.9,EU-28
Germany**,'15,Males,30.5,Extra-EU-28
Germany**,'15,Males,22.6,Foreign country
Germany**,'15,Males,18.4,Reporting country
Germany**,'15,Total,17.4,EU-28
Germany**,'15,Total,30.3,Extra-EU-28
Germany**,'15,Total,22.4,Foreign country
Germany**,'15,Total,20,Reporting country
France,'06,Females,34.4,Foreign country
France,'06,Females,18.7,Reporting country
France,'06,Males,29.4,Foreign country
France,'06,Males,15.7,Reporting country
France,'06,Total,31.9,Foreign country
France,'06,Total,17.3,Reporting country
France,'07,Females,34.4,Foreign country
France,'07,Females,18.3,Reporting country
France,'07,Males,29.5,Foreign country
France,'07,Males,15.6,Reporting country
France,'07,Total,32,Foreign country
France,'07,Total,17.1,Reporting country
France,'08,Females,35.7,Foreign country
France,'08,Females,17.2,Reporting country
France,'08,Males,29.5,Foreign country
France,'08,Males,14.5,Reporting country
France,'08,Total,32.7,Foreign country
France,'08,Total,15.9,Reporting country
France,'09,Females,23.1,EU-28
France,'09,Females,40.8,Extra-EU-28
France,'09,Females,35,Foreign country
France,'09,Females,17.2,Reporting country
France,'09,Males,18.5,EU-28
France,'09,Males,33,Extra-EU-28
France,'09,Males,28.6,Foreign country
France,'09,Males,14.5,Reporting country
France,'09,Total,21,EU-28
France,'09,Total,37,Extra-EU-28
France,'09,Total,31.9,Foreign country
France,'09,Total,15.9,Reporting country
France,'10,Females,19.8,EU-28
France,'10,Females,35.7,Extra-EU-28
France,'10,Females,30.4,Foreign country
France,'10,Females,17.9,Reporting country
France,'10,Males,19.5,EU-28
France,'10,Males,32.4,Extra-EU-28
France,'10,Males,28.1,Foreign country
France,'10,Males,15.7,Reporting country
France,'10,Total,19.7,EU-28
France,'10,Total,34.1,Extra-EU-28
France,'10,Total,29.3,Foreign country
France,'10,Total,16.8,Reporting country
France,'11,Females,22.7,EU-28
France,'11,Females,40,Extra-EU-28
France,'11,Females,34,Foreign country
France,'11,Females,17.6,Reporting country
France,'11,Males,17.1,EU-28
France,'11,Males,37.1,Extra-EU-28
France,'11,Males,30.5,Foreign country
France,'11,Males,15.5,Reporting country
France,'11,Total,20.2,EU-28
France,'11,Total,38.6,Extra-EU-28
France,'11,Total,32.4,Foreign country
France,'11,Total,16.6,Reporting country
France,'12,Females,19,EU-28
France,'12,Females,37.6,Extra-EU-28
France,'12,Females,31.5,Foreign country
France,'12,Females,17.5,Reporting country
France,'12,Males,18,EU-28
France,'12,Males,33.7,Extra-EU-28
France,'12,Males,28.6,Foreign country
France,'12,Males,15.4,Reporting country
France,'12,Total,18.5,EU-28
France,'12,Total,35.7,Extra-EU-28
France,'12,Total,30.1,Foreign country
France,'12,Total,16.5,Reporting country
France,'13,Females,19.1,EU-28
France,'13,Females,40.5,Extra-EU-28
France,'13,Females,33.6,Foreign country
France,'13,Females,16.8,Reporting country
France,'13,Males,19.2,EU-28
France,'13,Males,35.3,Extra-EU-28
France,'13,Males,30.5,Foreign country
France,'13,Males,14.5,Reporting country
France,'13,Total,19.1,EU-28
France,'13,Total,38,Extra-EU-28
France,'13,Total,32.1,Foreign country
France,'13,Total,15.7,Reporting country
France,'14,Females,26.3,EU-28
France,'14,Females,37.6,Extra-EU-28
France,'14,Females,34.1,Foreign country
France,'14,Females,17.2,Reporting country
France,'14,Males,20.5,EU-28
France,'14,Males,32.2,Extra-EU-28
France,'14,Males,28.6,Foreign country
France,'14,Males,14.8,Reporting country
France,'14,Total,23.5,EU-28
France,'14,Total,35.1,Extra-EU-28
France,'14,Total,31.5,Foreign country
France,'14,Total,16,Reporting country
France,'15,Females,25.7,EU-28
France,'15,Females,34.4,Extra-EU-28
France,'15,Females,31.7,Foreign country
France,'15,Females,15.8,Reporting country
France,'15,Males,22.2,EU-28
France,'15,Males,31.8,Extra-EU-28
France,'15,Males,28.7,Foreign country
France,'15,Males,14.5,Reporting country
France,'15,Total,24,EU-28
France,'15,Total,33.2,Extra-EU-28
France,'15,Total,30.3,Foreign country
France,'15,Total,15.2,Reporting country
Finland,'06,Females,35.7,Foreign country
Finland,'06,Females,18.4,Reporting country
Finland,'06,Males,36.1,Foreign country
Finland,'06,Males,16.5,Reporting country
Finland,'06,Total,35.9,Foreign country
Finland,'06,Total,17.4,Reporting country
Finland,'07,Females,31.9,Foreign country
Finland,'07,Females,19.1,Reporting country
Finland,'07,Males,37.9,Foreign country
Finland,'07,Males,15.9,Reporting country
Finland,'07,Total,34.4,Foreign country
Finland,'07,Total,17.5,Reporting country
Finland,'08,Females,40.7,Foreign country
Finland,'08,Females,19,Reporting country
Finland,'08,Males,34.4,Foreign country
Finland,'08,Males,15.6,Reporting country
Finland,'08,Total,37.8,Foreign country
Finland,'08,Total,17.3,Reporting country
Finland,'09,Females,22.6,EU-28
Finland,'09,Females,45,Extra-EU-28
Finland,'09,Females,37.8,Foreign country
Finland,'09,Females,18.3,Reporting country
Finland,'09,Males,10.4,EU-28
Finland,'09,Males,43,Extra-EU-28
Finland,'09,Males,30.3,Foreign country
Finland,'09,Males,15.7,Reporting country
Finland,'09,Total,16.4,EU-28
Finland,'09,Total,44.1,Extra-EU-28
Finland,'09,Total,34.3,Foreign country
Finland,'09,Total,17.1,Reporting country
Finland,'10,Females,24,EU-28
Finland,'10,Females,52.7,Extra-EU-28
Finland,'10,Females,43,Foreign country
Finland,'10,Females,17.4,Reporting country
Finland,'10,Males,16.6,EU-28
Finland,'10,Males,52.6,Extra-EU-28
Finland,'10,Males,39.2,Foreign country
Finland,'10,Males,15.9,Reporting country
Finland,'10,Total,20.4,EU-28
Finland,'10,Total,52.7,Extra-EU-28
Finland,'10,Total,41.2,Foreign country
Finland,'10,Total,16.7,Reporting country
Finland,'11,Females,32.3,EU-28
Finland,'11,Females,48.4,Extra-EU-28
Finland,'11,Females,43.8,Foreign country
Finland,'11,Females,18.2,Reporting country
Finland,'11,Males,10.6,EU-28
Finland,'11,Males,50,Extra-EU-28
Finland,'11,Males,34.5,Foreign country
Finland,'11,Males,16.8,Reporting country
Finland,'11,Total,20.4,EU-28
Finland,'11,Total,49.1,Extra-EU-28
Finland,'11,Total,39.4,Foreign country
Finland,'11,Total,17.6,Reporting country
Finland,'12,Females,28.6,EU-28
Finland,'12,Females,39.6,Extra-EU-28
Finland,'12,Females,35.8,Foreign country
Finland,'12,Females,17.7,Reporting country
Finland,'12,Males,11.1,EU-28
Finland,'12,Males,42.9,Extra-EU-28
Finland,'12,Males,30.3,Foreign country
Finland,'12,Males,16.7,Reporting country
Finland,'12,Total,19.7,EU-28
Finland,'12,Total,41,Extra-EU-28
Finland,'12,Total,33.2,Foreign country
Finland,'12,Total,17.2,Reporting country
Finland,'13,Females,24.9,EU-28
Finland,'13,Females,36.2,Extra-EU-28
Finland,'13,Females,32.2,Foreign country
Finland,'13,Females,16.4,Reporting country
Finland,'13,Males,21.6,EU-28
Finland,'13,Males,38.7,Extra-EU-28
Finland,'13,Males,31.4,Foreign country
Finland,'13,Males,15.9,Reporting country
Finland,'13,Total,23.2,EU-28
Finland,'13,Total,37.3,Extra-EU-28
Finland,'13,Total,31.8,Foreign country
Finland,'13,Total,16.1,Reporting country
Finland,'14,Females,21.5,EU-28
Finland,'14,Females,34.3,Extra-EU-28
Finland,'14,Females,29.7,Foreign country
Finland,'14,Females,17.6,Reporting country
Finland,'14,Males,21.6,EU-28
Finland,'14,Males,45.6,Extra-EU-28
Finland,'14,Males,35.7,Foreign country
Finland,'14,Males,16.4,Reporting country
Finland,'14,Total,21.6,EU-28
Finland,'14,Total,39.6,Extra-EU-28
Finland,'14,Total,32.6,Foreign country
Finland,'14,Total,17,Reporting country
Finland,'15,Females,21.6,EU-28
Finland,'15,Females,35.1,Extra-EU-28
Finland,'15,Females,30.5,Foreign country
Finland,'15,Females,16.6,Reporting country
Finland,'15,Males,21.2,EU-28
Finland,'15,Males,45.5,Extra-EU-28
Finland,'15,Males,35.9,Foreign country
Finland,'15,Males,16.3,Reporting country
Finland,'15,Total,21.4,EU-28
Finland,'15,Total,39.8,Extra-EU-28
Finland,'15,Total,33.1,Foreign country
Finland,'15,Total,16.5,Reporting country
Finland,'16,Females,22.2,EU-28
Finland,'16,Females,43.8,Extra-EU-28
Finland,'16,Females,37,Foreign country
Finland,'16,Females,16,Reporting country
Finland,'16,Males,26.2,EU-28
Finland,'16,Males,42.9,Extra-EU-28
Finland,'16,Males,36.3,Foreign country
Finland,'16,Males,16,Reporting country
Finland,'16,Total,24.4,EU-28
Finland,'16,Total,43.4,Extra-EU-28
Finland,'16,Total,36.6,Foreign country
Finland,'16,Total,16,Reporting country
EU-28,'10,Females,24.1,EU-28
EU-28,'10,Females,37.6,Extra-EU-28
EU-28,'10,Females,32.4,Foreign country
EU-28,'10,Females,23.4,Reporting country
EU-28,'10,Males,20.6,EU-28
EU-28,'10,Males,36.2,Extra-EU-28
EU-28,'10,Males,30.4,Foreign country
EU-28,'10,Males,20.5,Reporting country
EU-28,'10,Total,22.5,EU-28
EU-28,'10,Total,36.9,Extra-EU-28
EU-28,'10,Total,31.5,Foreign country
EU-28,'10,Total,22,Reporting country
EU-28,'11,Females,27.8,EU-28
EU-28,'11,Females,41.2,Extra-EU-28
EU-28,'11,Females,35.8,Foreign country
EU-28,'11,Females,23.7,Reporting country
EU-28,'11,Males,21,EU-28
EU-28,'11,Males,38.9,Extra-EU-28
EU-28,'11,Males,32.1,Foreign country
EU-28,'11,Males,21.1,Reporting country
EU-28,'11,Total,24.8,EU-28
EU-28,'11,Total,40.1,Extra-EU-28
EU-28,'11,Total,34.1,Foreign country
EU-28,'11,Total,22.5,Reporting country
EU-28,'12,Females,25.9,EU-28
EU-28,'12,Females,39.2,Extra-EU-28
EU-28,'12,Females,34.1,Foreign country
EU-28,'12,Females,24.2,Reporting country
EU-28,'12,Males,21.8,EU-28
EU-28,'12,Males,38.3,Extra-EU-28
EU-28,'12,Males,32.1,Foreign country
EU-28,'12,Males,21.7,Reporting country
EU-28,'12,Total,24,EU-28
EU-28,'12,Total,38.8,Extra-EU-28
EU-28,'12,Total,33.2,Foreign country
EU-28,'12,Total,23,Reporting country
EU-28,'13,Females,26.2,EU-28
EU-28,'13,Females,41.5,Extra-EU-28
EU-28,'13,Females,35.5,Foreign country
EU-28,'13,Females,23.8,Reporting country
EU-28,'13,Males,22.8,EU-28
EU-28,'13,Males,40.2,Extra-EU-28
EU-28,'13,Males,33.4,Foreign country
EU-28,'13,Males,21.5,Reporting country
EU-28,'13,Total,24.6,EU-28
EU-28,'13,Total,40.9,Extra-EU-28
EU-28,'13,Total,34.5,Foreign country
EU-28,'13,Total,22.7,Reporting country
EU-28,'14,Females,27.2,EU-28
EU-28,'14,Females,40.5,Extra-EU-28
EU-28,'14,Females,35.4,Foreign country
EU-28,'14,Females,23.5,Reporting country
EU-28,'14,Males,22.5,EU-28
EU-28,'14,Males,39.3,Extra-EU-28
EU-28,'14,Males,32.8,Foreign country
EU-28,'14,Males,21.3,Reporting country
EU-28,'14,Total,25,EU-28
EU-28,'14,Total,39.9,Extra-EU-28
EU-28,'14,Total,34.2,Foreign country
EU-28,'14,Total,22.5,Reporting country
EU-28,'15,Females,25.9,EU-28
EU-28,'15,Females,39.9,Extra-EU-28
EU-28,'15,Females,34.5,Foreign country
EU-28,'15,Females,22.6,Reporting country
EU-28,'15,Males,24.3,EU-28
EU-28,'15,Males,40.6,Extra-EU-28
EU-28,'15,Males,34.3,Foreign country
EU-28,'15,Males,20.8,Reporting country
EU-28,'15,Total,25.2,EU-28
EU-28,'15,Total,40.2,Extra-EU-28
EU-28,'15,Total,34.4,Foreign country
EU-28,'15,Total,21.7,Reporting country
Estonia,'06,Females,29.3,Foreign country
Estonia,'06,Females,22.4,Reporting country
Estonia,'06,Males,17,Foreign country
Estonia,'06,Males,18.6,Reporting country
Estonia,'06,Total,24.7,Foreign country
Estonia,'06,Total,20.7,Reporting country
Estonia,'07,Females,33,Foreign country
Estonia,'07,Females,23.1,Reporting country
Estonia,'07,Males,17.5,Foreign country
Estonia,'07,Males,19.5,Reporting country
Estonia,'07,Total,27.2,Foreign country
Estonia,'07,Total,21.4,Reporting country
Estonia,'08,Females,34.8,Foreign country
Estonia,'08,Females,23.1,Reporting country
Estonia,'08,Males,18.4,Foreign country
Estonia,'08,Males,18.8,Reporting country
Estonia,'08,Total,28.6,Foreign country
Estonia,'08,Total,21.1,Reporting country
Estonia,'09,Females,29.7,EU-28
Estonia,'09,Females,33.3,Extra-EU-28
Estonia,'09,Females,33.2,Foreign country
Estonia,'09,Females,24.1,Reporting country
Estonia,'09,Males,15.1,EU-28
Estonia,'09,Males,15.9,Extra-EU-28
Estonia,'09,Males,15.9,Foreign country
Estonia,'09,Males,20.7,Reporting country
Estonia,'09,Total,21,EU-28
Estonia,'09,Total,26.8,Extra-EU-28
Estonia,'09,Total,26.5,Foreign country
Estonia,'09,Total,22.5,Reporting country
Estonia,'10,Females,43.8,EU-28
Estonia,'10,Females,26.8,Extra-EU-28
Estonia,'10,Females,27.4,Foreign country
Estonia,'10,Females,20.4,Reporting country
Estonia,'10,Males,15.7,EU-28
Estonia,'10,Males,17,Extra-EU-28
Estonia,'10,Males,16.9,Foreign country
Estonia,'10,Males,21.3,Reporting country
Estonia,'10,Total,26.5,EU-28
Estonia,'10,Total,23.2,Extra-EU-28
Estonia,'10,Total,23.3,Foreign country
Estonia,'10,Total,20.8,Reporting country
Estonia,'11,Females,23.5,EU-28
Estonia,'11,Females,29.1,Extra-EU-28
Estonia,'11,Females,28.9,Foreign country
Estonia,'11,Females,21,Reporting country
Estonia,'11,Males,9.2,EU-28
Estonia,'11,Males,21.5,Extra-EU-28
Estonia,'11,Males,20.6,Foreign country
Estonia,'11,Males,23.4,Reporting country
Estonia,'11,Total,15.1,EU-28
Estonia,'11,Total,26.3,Extra-EU-28
Estonia,'11,Total,25.7,Foreign country
Estonia,'11,Total,22.1,Reporting country
Estonia,'12,Females,31.3,EU-28
Estonia,'12,Females,33.3,Extra-EU-28
Estonia,'12,Females,33.2,Foreign country
Estonia,'12,Females,22.7,Reporting country
Estonia,'12,Males,14.7,EU-28
Estonia,'12,Males,24.2,Extra-EU-28
Estonia,'12,Males,23.5,Foreign country
Estonia,'12,Males,22.3,Reporting country
Estonia,'12,Total,22.2,EU-28
Estonia,'12,Total,30,Extra-EU-28
Estonia,'12,Total,29.6,Foreign country
Estonia,'12,Total,22.5,Reporting country
Estonia,'13,Females,31.8,EU-28
Estonia,'13,Females,33.9,Extra-EU-28
Estonia,'13,Females,33.7,Foreign country
Estonia,'13,Females,23.4,Reporting country
Estonia,'13,Males,17.5,EU-28
Estonia,'13,Males,22.8,Extra-EU-28
Estonia,'13,Males,22.5,Foreign country
Estonia,'13,Males,22,Reporting country
Estonia,'13,Total,25.1,EU-28
Estonia,'13,Total,29.7,Extra-EU-28
Estonia,'13,Total,29.5,Foreign country
Estonia,'13,Total,22.7,Reporting country
Estonia,'14,Females,39,EU-28
Estonia,'14,Females,42.6,Extra-EU-28
Estonia,'14,Females,42.5,Foreign country
Estonia,'14,Females,25.2,Reporting country
Estonia,'14,Males,30.4,EU-28
Estonia,'14,Males,28.5,Extra-EU-28
Estonia,'14,Males,28.6,Foreign country
Estonia,'14,Males,23.6,Reporting country
Estonia,'14,Total,34.9,EU-28
Estonia,'14,Total,37.2,Extra-EU-28
Estonia,'14,Total,37,Foreign country
Estonia,'14,Total,24.4,Reporting country
Estonia,'15,Females,38.9,EU-28
Estonia,'15,Females,37.9,Extra-EU-28
Estonia,'15,Females,38,Foreign country
Estonia,'15,Females,24.3,Reporting country
Estonia,'15,Males,24.2,EU-28
Estonia,'15,Males,22.7,Extra-EU-28
Estonia,'15,Males,22.8,Foreign country
Estonia,'15,Males,22.1,Reporting country
Estonia,'15,Total,31.8,EU-28
Estonia,'15,Total,32.2,Extra-EU-28
Estonia,'15,Total,32.2,Foreign country
Estonia,'15,Total,23.2,Reporting country
Denmark,'06,Females,30.4,Foreign country
Denmark,'06,Females,17.9,Reporting country
Denmark,'06,Males,28.3,Foreign country
Denmark,'06,Males,15.3,Reporting country
Denmark,'06,Total,29.5,Foreign country
Denmark,'06,Total,16.7,Reporting country
Denmark,'07,Females,34.3,Foreign country
Denmark,'07,Females,17.4,Reporting country
Denmark,'07,Males,33.1,Foreign country
Denmark,'07,Males,15.7,Reporting country
Denmark,'07,Total,33.8,Foreign country
