Host Country,Year,Sex,Employment %,COC
Spain,'15,Females,52.3,Foreign country
Spain,'15,Females,56.9,Reporting country
Spain,'15,Females,56.4,Total
Spain,'15,Males,68.5,EU-28
Spain,'15,Males,60.8,Extra-EU-28
Spain,'15,Males,63.5,Foreign country
Spain,'15,Males,68.1,Reporting country
Spain,'15,Males,67.6,Total
Spain,'15,Total,62.2,EU-28
Spain,'15,Total,55,Extra-EU-28
Spain,'15,Total,57.6,Foreign country
Spain,'15,Total,62.5,Reporting country
Spain,'15,Total,62,Total
Spain,'16,Females,58.7,EU-28
Spain,'16,Females,50,Extra-EU-28
Spain,'16,Females,53.2,Foreign country
Spain,'16,Females,58.8,Reporting country
Spain,'16,Females,58.1,Total
Spain,'16,Males,71.3,EU-28
Spain,'16,Males,65.5,Extra-EU-28
Spain,'16,Males,67.6,Foreign country
Spain,'16,Males,69.8,Reporting country
Spain,'16,Males,69.6,Total
Spain,'16,Total,64.7,EU-28
Spain,'16,Total,57.4,Extra-EU-28
Spain,'16,Total,60,Foreign country
Spain,'16,Total,64.4,Reporting country
Spain,'16,Total,63.9,Total
Slovenia,'06,Females,30.8,Extra-EU-28
Slovenia,'06,Females,42.4,Foreign country
Slovenia,'06,Females,66.6,Reporting country
Slovenia,'06,Females,66.5,Total
Slovenia,'06,Males,61.1,EU-28
Slovenia,'06,Males,76.9,Extra-EU-28
Slovenia,'06,Males,72,Foreign country
Slovenia,'06,Males,76.3,Reporting country
Slovenia,'06,Males,76.3,Total
Slovenia,'06,Total,67.1,EU-28
Slovenia,'06,Total,54.7,Extra-EU-28
Slovenia,'06,Total,58.3,Foreign country
Slovenia,'06,Total,71.5,Reporting country
Slovenia,'06,Total,71.5,Total
Slovenia,'07,Females,35.9,Extra-EU-28
Slovenia,'07,Females,39.4,Foreign country
Slovenia,'07,Females,67.3,Reporting country
Slovenia,'07,Females,67.1,Total
Slovenia,'07,Males,92.3,EU-28
Slovenia,'07,Males,81,Extra-EU-28
Slovenia,'07,Males,83.7,Foreign country
Slovenia,'07,Males,77.4,Reporting country
Slovenia,'07,Males,77.5,Total
Slovenia,'07,Total,82.7,EU-28
Slovenia,'07,Total,62.8,Extra-EU-28
Slovenia,'07,Total,67,Foreign country
Slovenia,'07,Total,72.4,Reporting country
Slovenia,'07,Total,72.4,Total
Slovenia,'08,Females,61.8,EU-28
Slovenia,'08,Females,30.4,Extra-EU-28
Slovenia,'08,Females,37.2,Foreign country
Slovenia,'08,Females,68.8,Reporting country
Slovenia,'08,Females,68.5,Total
Slovenia,'08,Males,88.9,EU-28
Slovenia,'08,Males,90.5,Extra-EU-28
Slovenia,'08,Males,90.2,Foreign country
Slovenia,'08,Males,77.1,Reporting country
Slovenia,'08,Males,77.4,Total
Slovenia,'08,Total,76.8,EU-28
Slovenia,'08,Total,69.7,Extra-EU-28
Slovenia,'08,Total,71,Foreign country
Slovenia,'08,Total,73.1,Reporting country
Slovenia,'08,Total,73,Total
Slovenia,'09,Females,50.1,EU-28
Slovenia,'09,Females,25,Extra-EU-28
Slovenia,'09,Females,29.4,Foreign country
Slovenia,'09,Females,68.4,Reporting country
Slovenia,'09,Females,67.9,Total
Slovenia,'09,Males,93.4,EU-28
Slovenia,'09,Males,80,Extra-EU-28
Slovenia,'09,Males,82.2,Foreign country
Slovenia,'09,Males,75.5,Reporting country
Slovenia,'09,Males,75.6,Total
Slovenia,'09,Total,73.7,EU-28
Slovenia,'09,Total,55.9,Extra-EU-28
Slovenia,'09,Total,58.9,Foreign country
Slovenia,'09,Total,72,Reporting country
Slovenia,'09,Total,71.9,Total
Slovenia,'10,Females,45,EU-28
Slovenia,'10,Females,40.1,Extra-EU-28
Slovenia,'10,Females,40.9,Foreign country
Slovenia,'10,Females,66.8,Reporting country
Slovenia,'10,Females,66.5,Total
Slovenia,'10,Males,73.4,EU-28
Slovenia,'10,Males,77.6,Extra-EU-28
Slovenia,'10,Males,76.8,Foreign country
Slovenia,'10,Males,73.9,Reporting country
Slovenia,'10,Males,74,Total
Slovenia,'10,Total,61.3,EU-28
Slovenia,'10,Total,61.2,Extra-EU-28
Slovenia,'10,Total,61.2,Foreign country
Slovenia,'10,Total,70.5,Reporting country
Slovenia,'10,Total,70.3,Total
Slovenia,'11,Females,41.9,EU-28
Slovenia,'11,Females,41.6,Extra-EU-28
Slovenia,'11,Females,41.6,Foreign country
Slovenia,'11,Females,65.2,Reporting country
Slovenia,'11,Females,64.8,Total
Slovenia,'11,Males,70.9,EU-28
Slovenia,'11,Males,87.2,Extra-EU-28
Slovenia,'11,Males,84.7,Foreign country
Slovenia,'11,Males,71.4,Reporting country
Slovenia,'11,Males,71.8,Total
Slovenia,'11,Total,61,EU-28
Slovenia,'11,Total,68.2,Extra-EU-28
Slovenia,'11,Total,67.2,Foreign country
Slovenia,'11,Total,68.4,Reporting country
Slovenia,'11,Total,68.4,Total
Slovenia,'12,Females,60.4,EU-28
Slovenia,'12,Females,31.6,Extra-EU-28
Slovenia,'12,Females,36.8,Foreign country
Slovenia,'12,Females,65.3,Reporting country
Slovenia,'12,Females,64.6,Total
Slovenia,'12,Males,89.7,EU-28
Slovenia,'12,Males,87.7,Extra-EU-28
Slovenia,'12,Males,88,Foreign country
Slovenia,'12,Males,71.3,Reporting country
Slovenia,'12,Males,71.8,Total
Slovenia,'12,Total,75.1,EU-28
Slovenia,'12,Total,63,Extra-EU-28
Slovenia,'12,Total,64.9,Foreign country
Slovenia,'12,Total,68.4,Reporting country
Slovenia,'12,Total,68.3,Total
Slovenia,'13,Females,34.8,EU-28
Slovenia,'13,Females,32.1,Extra-EU-28
Slovenia,'13,Females,32.6,Foreign country
Slovenia,'13,Females,63.8,Reporting country
Slovenia,'13,Females,63,Total
Slovenia,'13,Males,79.2,EU-28
Slovenia,'13,Males,81.7,Extra-EU-28
Slovenia,'13,Males,81.3,Foreign country
Slovenia,'13,Males,70.9,Reporting country
Slovenia,'13,Males,71.2,Total
Slovenia,'13,Total,57.3,EU-28
Slovenia,'13,Total,60.1,Extra-EU-28
Slovenia,'13,Total,59.6,Foreign country
Slovenia,'13,Total,67.4,Reporting country
Slovenia,'13,Total,67.2,Total
Slovenia,'14,Females,48,EU-28
Slovenia,'14,Females,31.2,Extra-EU-28
Slovenia,'14,Females,34,Foreign country
Slovenia,'14,Females,64.5,Reporting country
Slovenia,'14,Females,63.6,Total
Slovenia,'14,Males,70.5,EU-28
Slovenia,'14,Males,77.7,Extra-EU-28
Slovenia,'14,Males,76.6,Foreign country
Slovenia,'14,Males,71.4,Reporting country
Slovenia,'14,Males,71.6,Total
Slovenia,'14,Total,60.3,EU-28
Slovenia,'14,Total,58.1,Extra-EU-28
Slovenia,'14,Total,58.4,Foreign country
Slovenia,'14,Total,68.1,Reporting country
Slovenia,'14,Total,67.7,Total
Slovenia,'15,Females,52.8,EU-28
Slovenia,'15,Females,47,Extra-EU-28
Slovenia,'15,Females,48.1,Foreign country
Slovenia,'15,Females,65.2,Reporting country
Slovenia,'15,Females,64.7,Total
Slovenia,'15,Males,72.7,EU-28
Slovenia,'15,Males,86.4,Extra-EU-28
Slovenia,'15,Males,84.8,Foreign country
Slovenia,'15,Males,72.8,Reporting country
Slovenia,'15,Males,73.3,Total
Slovenia,'15,Total,62.3,EU-28
Slovenia,'15,Total,71.3,Extra-EU-28
Slovenia,'15,Total,70,Foreign country
Slovenia,'15,Total,69.1,Reporting country
Slovenia,'15,Total,69.1,Total
Slovenia,'16,Females,55.4,EU-28
Slovenia,'16,Females,47.3,Extra-EU-28
Slovenia,'16,Females,48.8,Foreign country
Slovenia,'16,Females,67.3,Reporting country
Slovenia,'16,Females,66.7,Total
Slovenia,'16,Males,83.2,EU-28
Slovenia,'16,Males,86.2,Extra-EU-28
Slovenia,'16,Males,85.9,Foreign country
Slovenia,'16,Males,72.7,Reporting country
Slovenia,'16,Males,73.3,Total
Slovenia,'16,Total,66.6,EU-28
Slovenia,'16,Total,70.8,Extra-EU-28
Slovenia,'16,Total,70.2,Foreign country
Slovenia,'16,Total,70,Reporting country
Slovenia,'16,Total,70.1,Total
Slovakia,'06,Females,57.5,Reporting country
Slovakia,'06,Females,57.5,Total
Slovakia,'06,Males,97.4,EU-28
Slovakia,'06,Males,97.8,Foreign country
Slovakia,'06,Males,74.6,Reporting country
Slovakia,'06,Males,74.6,Total
Slovakia,'06,Total,87.4,EU-28
Slovakia,'06,Total,85.4,Foreign country
Slovakia,'06,Total,66,Reporting country
Slovakia,'06,Total,66,Total
Slovakia,'07,Females,58.6,Reporting country
Slovakia,'07,Females,58.7,Total
Slovakia,'07,Males,76,Reporting country
Slovakia,'07,Males,76,Total
Slovakia,'07,Total,67.9,EU-28
Slovakia,'07,Total,74.5,Foreign country
Slovakia,'07,Total,67.2,Reporting country
Slovakia,'07,Total,67.2,Total
Slovakia,'08,Females,60.3,Reporting country
Slovakia,'08,Females,60.3,Total
Slovakia,'08,Males,90.3,EU-28
Slovakia,'08,Males,85.6,Foreign country
Slovakia,'08,Males,77.4,Reporting country
Slovakia,'08,Males,77.4,Total
Slovakia,'08,Total,77.4,EU-28
Slovakia,'08,Total,76,Foreign country
Slovakia,'08,Total,68.8,Reporting country
Slovakia,'08,Total,68.8,Total
Slovakia,'09,Females,58.2,Reporting country
Slovakia,'09,Females,58.2,Total
Slovakia,'09,Males,93.5,EU-28
Slovakia,'09,Males,89.2,Foreign country
Slovakia,'09,Males,74.6,Reporting country
Slovakia,'09,Males,74.6,Total
Slovakia,'09,Total,70.9,EU-28
Slovakia,'09,Total,72.3,Foreign country
Slovakia,'09,Total,66.4,Reporting country
Slovakia,'09,Total,66.4,Total
Slovakia,'10,Females,57.5,Reporting country
Slovakia,'10,Females,57.4,Total
Slovakia,'10,Males,82,EU-28
Slovakia,'10,Males,84.5,Foreign country
Slovakia,'10,Males,71.9,Reporting country
Slovakia,'10,Males,71.9,Total
Slovakia,'10,Total,64.9,EU-28
Slovakia,'10,Total,60.5,Foreign country
Slovakia,'10,Total,64.7,Reporting country
Slovakia,'10,Total,64.6,Total
Slovakia,'11,Females,57.5,Reporting country
Slovakia,'11,Females,57.4,Total
Slovakia,'11,Males,75.4,EU-28
Slovakia,'11,Males,79.9,Foreign country
Slovakia,'11,Males,72.5,Reporting country
Slovakia,'11,Males,72.5,Total
Slovakia,'11,Total,64.6,EU-28
Slovakia,'11,Total,67.8,Foreign country
Slovakia,'11,Total,65,Reporting country
Slovakia,'11,Total,65,Total
Slovakia,'12,Females,57.3,Reporting country
Slovakia,'12,Females,57.3,Total
Slovakia,'12,Males,71.9,Foreign country
Slovakia,'12,Males,72.8,Reporting country
Slovakia,'12,Males,72.8,Total
Slovakia,'12,Total,70.1,EU-28
Slovakia,'12,Total,69.3,Foreign country
Slovakia,'12,Total,65.1,Reporting country
Slovakia,'12,Total,65.1,Total
Slovakia,'13,Females,57.8,Reporting country
Slovakia,'13,Females,57.8,Total
Slovakia,'13,Males,84,EU-28
Slovakia,'13,Males,86.1,Foreign country
Slovakia,'13,Males,72.2,Reporting country
Slovakia,'13,Males,72.2,Total
Slovakia,'13,Total,78.6,EU-28
Slovakia,'13,Total,78,Foreign country
Slovakia,'13,Total,65,Reporting country
Slovakia,'13,Total,65,Total
Slovakia,'14,Females,56,Foreign country
Slovakia,'14,Females,58.6,Reporting country
Slovakia,'14,Females,58.6,Total
Slovakia,'14,Males,100,EU-28
Slovakia,'14,Males,98.3,Foreign country
Slovakia,'14,Males,73.1,Reporting country
Slovakia,'14,Males,73.2,Total
Slovakia,'14,Total,80.3,EU-28
Slovakia,'14,Total,78.3,Foreign country
Slovakia,'14,Total,65.9,Reporting country
Slovakia,'14,Total,65.9,Total
Slovakia,'15,Females,68.1,Foreign country
Slovakia,'15,Females,60.3,Reporting country
Slovakia,'15,Females,60.3,Total
Slovakia,'15,Males,87.9,EU-28
Slovakia,'15,Males,86.8,Foreign country
Slovakia,'15,Males,75,Reporting country
Slovakia,'15,Males,75,Total
Slovakia,'15,Total,76.7,EU-28
Slovakia,'15,Total,78.8,Extra-EU-28
Slovakia,'15,Total,77.4,Foreign country
Slovakia,'15,Total,67.6,Reporting country
Slovakia,'15,Total,67.7,Total
Slovakia,'16,Females,54.8,Foreign country
Slovakia,'16,Females,62.7,Reporting country
Slovakia,'16,Females,62.7,Total
Slovakia,'16,Males,87.2,EU-28
Slovakia,'16,Males,88.3,Foreign country
Slovakia,'16,Males,76.8,Reporting country
Slovakia,'16,Males,76.9,Total
Slovakia,'16,Total,77.5,EU-28
Slovakia,'16,Total,65.5,Extra-EU-28
Slovakia,'16,Total,72.5,Foreign country
Slovakia,'16,Total,69.8,Reporting country
Slovakia,'16,Total,69.8,Total
Romania,'06,Females,58.4,Reporting country
Romania,'06,Females,58.5,Total
Romania,'06,Males,82,Extra-EU-28
Romania,'06,Males,81.6,Foreign country
Romania,'06,Males,71.2,Reporting country
Romania,'06,Males,71.2,Total
Romania,'06,Total,74.4,Extra-EU-28
Romania,'06,Total,74.3,Foreign country
Romania,'06,Total,64.8,Reporting country
Romania,'06,Total,64.8,Total
Romania,'07,Females,60.1,Extra-EU-28
Romania,'07,Females,60,Foreign country
Romania,'07,Females,57.9,Reporting country
Romania,'07,Females,57.9,Total
Romania,'07,Males,76.9,Extra-EU-28
Romania,'07,Males,77.9,Foreign country
Romania,'07,Males,71,Reporting country
Romania,'07,Males,71,Total
Romania,'07,Total,68.8,Extra-EU-28
Romania,'07,Total,69.5,Foreign country
Romania,'07,Total,64.4,Reporting country
Romania,'07,Total,64.4,Total
Romania,'08,Females,57.3,Reporting country
Romania,'08,Females,57.3,Total
Romania,'08,Males,78.9,Extra-EU-28
Romania,'08,Males,77.4,Foreign country
Romania,'08,Males,71.5,Reporting country
Romania,'08,Males,71.6,Total
Romania,'08,Total,63,Extra-EU-28
Romania,'08,Total,62.8,Foreign country
Romania,'08,Total,64.4,Reporting country
Romania,'08,Total,64.4,Total
Romania,'09,Females,56.3,Reporting country
Romania,'09,Females,56.3,Total
Romania,'09,Males,85.3,Foreign country
Romania,'09,Males,70.7,Reporting country
Romania,'09,Males,70.7,Total
Romania,'09,Total,65.4,Extra-EU-28
Romania,'09,Total,67.2,Foreign country
Romania,'09,Total,63.5,Reporting country
Romania,'09,Total,63.5,Total
Romania,'10,Females,56.5,Reporting country
Romania,'10,Females,56.5,Total
Romania,'10,Males,73.1,Reporting country
Romania,'10,Males,73.1,Total
Romania,'10,Total,64.8,Reporting country
Romania,'10,Total,64.8,Total
Romania,'11,Females,56.2,Reporting country
Romania,'11,Females,56.2,Total
Romania,'11,Males,71.5,Reporting country
Romania,'11,Males,71.5,Total
Romania,'11,Total,63.8,Reporting country
Romania,'11,Total,63.8,Total
Romania,'12,Females,56.7,Reporting country
Romania,'12,Females,56.7,Total
Romania,'12,Males,72.8,Reporting country
Romania,'12,Males,72.8,Total
Romania,'12,Total,64.8,Reporting country
Romania,'12,Total,64.8,Total
Romania,'13,Females,56.5,Reporting country
Romania,'13,Females,56.5,Total
Romania,'13,Males,72.8,Reporting country
Romania,'13,Males,72.8,Total
Romania,'13,Total,64.7,Reporting country
Romania,'13,Total,64.7,Total
Romania,'14,Females,57.3,Reporting country
Romania,'14,Females,57.3,Total
Romania,'14,Males,74,Reporting country
Romania,'14,Males,74,Total
Romania,'14,Total,65.7,Reporting country
Romania,'14,Total,65.7,Total
Romania,'15,Females,57.2,Reporting country
Romania,'15,Females,57.2,Total
Romania,'15,Males,74.7,Reporting country
Romania,'15,Males,74.7,Total
Romania,'15,Total,66,Reporting country
Romania,'15,Total,66,Total
Romania,'16,Females,57.4,Reporting country
Romania,'16,Females,57.4,Total
Romania,'16,Males,75,Reporting country
Romania,'16,Males,75,Total
Romania,'16,Total,66.3,Reporting country
Romania,'16,Total,66.3,Total
Portugal,'06,Females,65.1,EU-28
Portugal,'06,Females,69.4,Extra-EU-28
Portugal,'06,Females,68.6,Foreign country
Portugal,'06,Females,66.2,Reporting country
Portugal,'06,Females,66.3,Total
Portugal,'06,Males,81.1,EU-28
Portugal,'06,Males,84.4,Extra-EU-28
Portugal,'06,Males,83.7,Foreign country
Portugal,'06,Males,79,Reporting country
Portugal,'06,Males,79.2,Total
Portugal,'06,Total,73,EU-28
Portugal,'06,Total,76.6,Extra-EU-28
Portugal,'06,Total,75.9,Foreign country
Portugal,'06,Total,72.5,Reporting country
Portugal,'06,Total,72.6,Total
Portugal,'07,Females,62.1,EU-28
Portugal,'07,Females,71.2,Extra-EU-28
Portugal,'07,Females,69.6,Foreign country
Portugal,'07,Females,66.2,Reporting country
Portugal,'07,Females,66.3,Total
Portugal,'07,Males,90.2,EU-28
Portugal,'07,Males,82.6,Extra-EU-28
Portugal,'07,Males,83.9,Foreign country
Portugal,'07,Males,78.9,Reporting country
Portugal,'07,Males,79.1,Total
Portugal,'07,Total,75.5,EU-28
Portugal,'07,Total,76.7,Extra-EU-28
Portugal,'07,Total,76.5,Foreign country
Portugal,'07,Total,72.4,Reporting country
Portugal,'07,Total,72.5,Total
Portugal,'08,Females,73.8,EU-28
Portugal,'08,Females,72.9,Extra-EU-28
Portugal,'08,Females,73,Foreign country
Portugal,'08,Females,66.8,Reporting country
Portugal,'08,Females,67.1,Total
Portugal,'08,Males,94.3,EU-28
Portugal,'08,Males,83.5,Extra-EU-28
Portugal,'08,Males,85.1,Foreign country
Portugal,'08,Males,79.1,Reporting country
Portugal,'08,Males,79.4,Total
Portugal,'08,Total,83.8,EU-28
Portugal,'08,Total,78,Extra-EU-28
Portugal,'08,Total,78.9,Foreign country
Portugal,'08,Total,72.8,Reporting country
Portugal,'08,Total,73.1,Total
Portugal,'09,Females,63.6,EU-28
Portugal,'09,Females,66.5,Extra-EU-28
Portugal,'09,Females,66.1,Foreign country
Portugal,'09,Females,66.1,Reporting country
Portugal,'09,Females,66.1,Total
Portugal,'09,Males,89.9,EU-28
Portugal,'09,Males,76.3,Extra-EU-28
Portugal,'09,Males,78.1,Foreign country
Portugal,'09,Males,76.3,Reporting country
Portugal,'09,Males,76.4,Total
Portugal,'09,Total,75.2,EU-28
Portugal,'09,Total,71.1,Extra-EU-28
Portugal,'09,Total,71.6,Foreign country
Portugal,'09,Total,71.1,Reporting country
Portugal,'09,Total,71.1,Total
Portugal,'10,Females,61.7,EU-28
Portugal,'10,Females,62.6,Extra-EU-28
Portugal,'10,Females,62.5,Foreign country
Portugal,'10,Females,65.7,Reporting country
Portugal,'10,Females,65.6,Total
Portugal,'10,Males,79.8,EU-28
Portugal,'10,Males,77.5,Extra-EU-28
Portugal,'10,Males,77.8,Foreign country
Portugal,'10,Males,75.3,Reporting country
Portugal,'10,Males,75.4,Total
Portugal,'10,Total,68.6,EU-28
Portugal,'10,Total,69.2,Extra-EU-28
Portugal,'10,Total,69.1,Foreign country
Portugal,'10,Total,70.4,Reporting country
Portugal,'10,Total,70.3,Total
Portugal,'11,Females,70.8,EU-28
Portugal,'11,Females,62.6,Extra-EU-28
Portugal,'11,Females,64,Foreign country
Portugal,'11,Females,64.6,Reporting country
Portugal,'11,Females,64.6,Total
Portugal,'11,Males,78.3,EU-28
Portugal,'11,Males,70.5,Extra-EU-28
Portugal,'11,Males,71.7,Foreign country
Portugal,'11,Males,73.3,Reporting country
Portugal,'11,Males,73.2,Total
Portugal,'11,Total,73.9,EU-28
Portugal,'11,Total,66.2,Extra-EU-28
Portugal,'11,Total,67.5,Foreign country
Portugal,'11,Total,68.9,Reporting country
Portugal,'11,Total,68.8,Total
Portugal,'12,Females,60,EU-28
Portugal,'12,Females,62.9,Extra-EU-28
Portugal,'12,Females,62.3,Foreign country
Portugal,'12,Females,63,Reporting country
Portugal,'12,Females,63,Total
Portugal,'12,Males,75.7,EU-28
Portugal,'12,Males,61.2,Extra-EU-28
Portugal,'12,Males,64.1,Foreign country
Portugal,'12,Males,70,Reporting country
Portugal,'12,Males,69.8,Total
Portugal,'12,Total,66.6,EU-28
Portugal,'12,Total,62.2,Extra-EU-28
Portugal,'12,Total,63.1,Foreign country
Portugal,'12,Total,66.4,Reporting country
Portugal,'12,Total,66.3,Total
Portugal,'13,Females,51,EU-28
Portugal,'13,Females,57.3,Extra-EU-28
Portugal,'13,Females,55.9,Foreign country
Portugal,'13,Females,62.5,Reporting country
Portugal,'13,Females,62.3,Total
Portugal,'13,Males,71.6,EU-28
Portugal,'13,Males,60.3,Extra-EU-28
Portugal,'13,Males,62.5,Foreign country
Portugal,'13,Males,68.9,Reporting country
Portugal,'13,Males,68.7,Total
Portugal,'13,Total,60.1,EU-28
Portugal,'13,Total,58.7,Extra-EU-28
Portugal,'13,Total,59,Foreign country
Portugal,'13,Total,65.6,Reporting country
Portugal,'13,Total,65.4,Total
Portugal,'14,Females,58.1,EU-28
Portugal,'14,Females,63.6,Extra-EU-28
Portugal,'14,Females,62.4,Foreign country
Portugal,'14,Females,64.2,Reporting country
Portugal,'14,Females,64.2,Total
Portugal,'14,Males,71.6,EU-28
Portugal,'14,Males,65.2,Extra-EU-28
Portugal,'14,Males,66.9,Foreign country
Portugal,'14,Males,71.4,Reporting country
Portugal,'14,Males,71.3,Total
Portugal,'14,Total,64.6,EU-28
Portugal,'14,Total,64.3,Extra-EU-28
Portugal,'14,Total,64.3,Foreign country
Portugal,'14,Total,67.7,Reporting country
Portugal,'14,Total,67.6,Total
Portugal,'15,Females,69.1,EU-28
Portugal,'15,Females,57,Extra-EU-28
Portugal,'15,Females,59.7,Foreign country
Portugal,'15,Females,66.1,Reporting country
Portugal,'15,Females,65.9,Total
Portugal,'15,Males,76.8,EU-28
Portugal,'15,Males,73,Extra-EU-28
Portugal,'15,Males,73.9,Foreign country
Portugal,'15,Males,72.6,Reporting country
Portugal,'15,Males,72.6,Total
Portugal,'15,Total,72.5,EU-28
Portugal,'15,Total,63.5,Extra-EU-28
Portugal,'15,Total,65.6,Foreign country
Portugal,'15,Total,69.2,Reporting country
Portugal,'15,Total,69.1,Total
Portugal,'16,Females,67.8,EU-28
Portugal,'16,Females,63.2,Extra-EU-28
